anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
339,Serial Experiments Lain,Serial Experiments Lain,シリアルエクスペリメンツレイン,8.08,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural","Lain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology; yet, when the technophobe opens the email, it leads her straight into the Wired, a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes, asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring, Lain is plunged into more surreal and bizarre events where identity, consciousness, and perception are concepts that take on new meanings.

Written by Chiaki J. Konaka, whose other works include Texhnolyze, Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another, only Lain will realize the significance of their presence.",TV,13.0,"Jul 6, 1998 to Sep 28, 1998",summer 1998,Finished Airing,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music","Funimation, Geneon Entertainment USA",Triangle Staff,Original,23 min per ep,R - 17+ (violence & profanity),484.0,249,25736,279442.0,719885,https://cdn.myanimelist.net/images/anime/1718/91550.jpg
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,陸奥圓明流外伝 修羅の刻,7.55,Action,"Legends tell of an invincible martial art known as Mutsu Enmei-Ryu, an unarmed style that allows the user to defeat any number of armed opponents using incredible speed and strength. This is the story of three generations of those who bear the name Mutsu, and their encounters and battles with the strongest fighters of their era. 

(Source: ANN)",TV,26.0,"Apr 6, 2004 to Sep 28, 2004",spring 2004,Finished Airing,"TV Tokyo, Sotsu, Marvelous, Media Factory",Media Blasters,Studio Comet,Manga,23 min per ep,PG-13 - Teens 13 or older,1560.0,4234,132,9762.0,23885,https://cdn.myanimelist.net/images/anime/3/56847.jpg
341,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,スパイラル -推理の絆-,7.22,"Drama, Mystery","Ayumu Narumi has lived all his life in the shadow of his famous detective brother, Kiyotaka. However, Kiyotaka disappeared two years ago, leaving behind his wife Madoka and Ayumu himself, along with a cryptic message about the ""Blade Children.""

One day, a girl at Ayumu's school suddenly dies. What seemed like a suicide at first glance turns out to be a murder, and Ayumu is the prime suspect. While investigating the person responsible for framing him, he discovers that the mysterious Blade Children are involved—and they somehow know Kiyotaka personally. Ayumu soon finds out just how dangerous the Blade Children are and learns that, in reality, he and Kiyotaka are intertwined more closely than he had ever believed.",TV,25.0,"Oct 1, 2002 to Mar 25, 2003",fall 2002,Finished Airing,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",Funimation,J.C.Staff,Manga,23 min per ep,PG-13 - Teens 13 or older,2958.0,2862,289,22637.0,51663,https://cdn.myanimelist.net/images/anime/1771/92118.jpg
342,Starship Operators,UNKNOWN,スターシップ・オペレーターズ,7.01,"Drama, Sci-Fi","For the 73rd class of cadets of the Defense University of the small planet Kibi, a shakedown cruise on the fleet's new starship ""Amaterasu"" is a fitting lead-up to graduation. As they are returning to their home planet, however, they are shocked to hear news of a declaration of war by the aggressive Kingdom against Kibi. When their planetary government surrenders without a struggle, the cadets decide to launch their own war, aboard the ""Amaterasu"". To gain funding, they make a deal with a galactic news network - and find themselves the ""stars"" of their own ""reality show"". Unfortunately, this is the kind of reality show that can get you killed... 

(Source: ANN)",TV,13.0,"Jan 5, 2005 to Mar 30, 2005",winter 2005,Finished Airing,Geneon Universal Entertainment,Geneon Entertainment USA,J.C.Staff,Light novel,24 min per ep,PG-13 - Teens 13 or older,3966.0,5066,50,5306.0,15422,https://cdn.myanimelist.net/images/anime/1185/131231.jpg
343,Tsukuyomi: Moon Phase,Tsukuyomi: Moon Phase,月詠 −MOON PHASE−,6.94,"Comedy, Fantasy, Romance","Freelance photographer Kouhei Morioka is traveling to a castle in Germany to take photos of paranormal activity for his friend Hiromi Anzai, editor of an occult magazine. Upon entering the castle, he's confronted by a young girl in a white dress and cat ears who calls herself Hazuki. She takes a keen interest in Kouhei and offers him a kiss, but she instead reveals herself to be a vampire, sucks his blood, and turns him into her slave.

Much to Hazuki's dismay, however, Kouhei is unaffected by her bite. Hoping to escape the castle and her possessive butler Vigo, Hazuki instead forces Kouhei to help her. With the help of his powerful exorcist cousin Seiji Midou, the two make it out safely. Finally free, Hazuki flees to Japan in search of her mother. Not long after Kouhei returns home, he discovers Hazuki has nested in his home, where he reluctantly allows her to stay. Meanwhile, other vampires set out to find the missing Hazuki.

Equal parts gothic and adorable, Tsukuyomi: Moonphase is a charming and mystical story where two unlikely allies form a unique bond in an attempt to defy a society of immortals.",TV,25.0,"Oct 5, 2004 to Mar 29, 2005",fall 2004,Finished Airing,UNKNOWN,Funimation,Shaft,Manga,24 min per ep,PG-13 - Teens 13 or older,4229.0,2328,263,29691.0,74516,https://cdn.myanimelist.net/images/anime/13/75255.jpg
344,Futatsu no Spica,Twin Spica,ふたつのスピカ,7.37,"Drama, Sci-Fi, Supernatural","When Kamogawa Asumi was just a baby, her mother was grievously injured when a rocket crashed to the ground. Five years later, having been in a coma all the time, Asumi's mother finally dies, and the little girl struggles to come to terms with the death of a mother she barely remembers. In the midst of her turmoil, she meets ""Lion-san,"" a strange figure wearing a lion mask and claiming to be a ghost. Lion-san helps Asumi to bury her mother's ashes, and finally, Asumi reaches her own decision: ""When I grow up, I'm going to be a rocket pilot.""

(Source: ANN)",TV,20.0,"Nov 1, 2003 to Mar 27, 2004",fall 2003,Finished Airing,NHK,UNKNOWN,Group TAC,Manga,25 min per ep,PG-13 - Teens 13 or older,2188.0,5970,65,3791.0,10305,https://cdn.myanimelist.net/images/anime/12/73986.jpg
345,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,英國戀物語エマ,7.62,"Drama, Romance","Emma has been a maid for most of her life. Working for a retired governess—the strict but compassionate Kelly Stownar—Emma has grown to love her work and has long since accepted her place in society. Beautiful, hardworking, and exceptionally kind, Emma has captured the hearts of many of London's working men—but their feelings always remain unrequited. Emma is waiting for love, and she finds it in the most unlikely of places.

William is the eldest son of the wealthy Jones household—a family that has only recently been accepted into the gentry, securing their position in high society. He is also the former ward of Mrs. Stownar, and on his first visit in years, he falls madly in love with her maid. His earnest attempts to win her affection, coupled with his good nature and warm personality, have captured Emma's heart.

But the polite society of 19th century England does not take kindly to the rejection of tradition. As a result, Emma and William's relationship could not face more opposition. In a world where the class lines are as strongly defended as the borders of nations, does their love have the strength to survive?",TV,12.0,"Apr 3, 2005 to Jun 19, 2005",spring 2005,Finished Airing,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Nozomi Entertainment,Pierrot,Manga,25 min per ep,G - All Ages,1324.0,2748,319,18002.0,55765,https://cdn.myanimelist.net/images/anime/5/80117.jpg
346,W: Wish,Double Wish,W 〜ウィッシュ〜,6.14,"Drama, Romance, Slice of Life","Based on a game by Princess Soft

The main character, Junna has a twin sister Senna. He is an ordinal student of an elite school. However, in the past, a traffic accident deprived him of his parents and his memory. Junna survived the accident, and he has lived only with his sister though he has been looked after by his relatives.

And present...
The life with Senna in the same high school is so pleasant that he can forget the severe past. Because he has been in the world where there is only Senna, his lives in this town, such as the beginning of a new life, new environments, and the meetings, are so refreshing.

However, he begins to recall the memories he lost in the accident. Though he enjoys happy and pleasant days, he is tossed by the past, the present, and the future. What is the truth hidden in his memory?

(Source: AniDB)",TV,13.0,"Oct 3, 2004 to Dec 26, 2004",fall 2004,Finished Airing,UNKNOWN,UNKNOWN,"Trinet Entertainment, Picture Magic",Visual novel,12 min per ep,PG-13 - Teens 13 or older,8144.0,5077,13,5416.0,15317,https://cdn.myanimelist.net/images/anime/1/346.jpg
347,Wild Arms: Twilight Venom,Wild Arms,ワイルドアームズ トワイライトヴェノム,6.67,"Action, Adventure, Fantasy, Sci-Fi","This anime is based on a playstation game under the same title. The story is about four people who travel the desolated land of Filgaea and carve themselves a legendary story while they're at it. These adventurers are Sheyenne Rainstorm, a gunslinger who holds the legendary weapon called ARMs; Kiel Aromax, a scientist who looks like he should be carrying a sword; Roleta Oratorio the Crest Sorceress, a magic-user who uses cards called Crests to cast spells; and Mirabelle Graceland, one of the Noble Red, which are a family of vampiric creatures who live alongside human beings They also travel with cute little intelligent furry things, from the Popepi Pipepo Tribe, named Isaac and Jerusha.

(Source: AniDB)",TV,22.0,"Oct 18, 1999 to Mar 27, 2000",fall 1999,Finished Airing,"Aniplex, WOWOW",ADV Films,Bee Train,Game,24 min per ep,PG-13 - Teens 13 or older,5476.0,6641,16,3045.0,7999,https://cdn.myanimelist.net/images/anime/1532/94186.jpg
348,Binzume Yousei,Bottle Fairy,瓶詰妖精,6.43,"Comedy, Fantasy","Set in the year 2004, Binzume Yousei is a slice-of-life fairy tale that revolves around four fairies, each represented by four unique colors as seen with their magical bottle jars. These fairies are the extremely peppy Kururu, the reserved and feminine Chiriri, the samurai-loving tomboy Sarara, and the quiet yet quirky Hororo.

Fascinated by the human world, these fairies arrived from the fairy world in hopes of participating in the annual traditions and overall way of human life. However, they have a very limited understanding of the human world. Luckily, they are befriended and guided by two humans—""Sensei-san,"" a university student who they live with, and a first-grade girl they call ""Tama-chan,"" who is sometimes as naive as the fairies themselves.

Though these bottle fairies have strange ideas and sometimes have difficulty understanding this new world, they try to make the most of the human experience in their own cute little ways.",TV,13.0,"Oct 4, 2003 to Dec 27, 2003",fall 2003,Finished Airing,"Hal Film Maker, Genco, Starchild Records",Geneon Entertainment USA,Xebec,Original,13 min per ep,G - All Ages,6733.0,4709,50,8026.0,18743,https://cdn.myanimelist.net/images/anime/3/16917.jpg
349,Magical Canan,Magical Kanan,まじかるカナン,6.16,"Drama, Fantasy, Supernatural","Five dangerous ""seeds"" have been stolen from their vault in the world of Evergreen and taken to Earth. Natsuki, an agent of the Queen, has been sent to retrieve them. However, he cannot do this alone and enlists the aid of Chihaya, a middle school student, who is ""the only one"" who can help him. With his aid she transforms into Magical Warrior Carmine in order to save the humans possessed by the seeds. Questions abound though, such as why Chihaya's mother appears to know all about this secret activity, why Chihaya remembers her father who reportedly died before her birth, and why she dreams of Evergreen, which she has never seen. 

(Source: ANN)",TV,13.0,"Jan 1, 2005 to Mar 26, 2005",winter 2005,Finished Airing,UNKNOWN,Discotek Media,AIC ASTA,Visual novel,24 min per ep,PG-13 - Teens 13 or older,8053.0,7591,7,1486.0,5660,https://cdn.myanimelist.net/images/anime/10/75560.jpg
350,Ojamajo Doremi,Magical DoReMi,おジャ魔女どれみ,7.29,"Comedy, Fantasy","Harukaze Doremi considers herself to be the unluckiest girl in the world. Her parents are always fighting, her little sister makes fun of her, and her crush pines after another girl. If only Doremi could just wave a magic wand, she would have a much better life—or so she used to think.

After a mishap with a real witch, Doremi becomes an apprentice witch herself, and it turns out she's pretty horrible at that, too.

Now she and her two friends must study to become better at magic so they can become good witches. That is, if they can focus on their magic studies!

The three apprentices will need all the luck they can get if they want to pass the witch exams and become full-fledged witches. Only then will Doremi's debt to the witch Majorika be repaid. Until then, Doremi will remain a useless little witch girl!",TV,51.0,"Feb 7, 1999 to Jan 30, 2000",winter 1999,Finished Airing,Asahi Broadcasting,4Kids Entertainment,Toei Animation,Original,24 min per ep,G - All Ages,2577.0,2839,639,22963.0,52448,https://cdn.myanimelist.net/images/anime/1069/133679.jpg
351,Ojamajo Doremi Sharp,UNKNOWN,おジャ魔女どれみ＃,7.43,"Comedy, Fantasy","At the end of the first season, Doremi and her friends all had to give up their witch powers and be normal girls again. This also meant that they couldn't see Majorika, Lala, and the fairies again. The MAHO-Dou was also deserted and the door to the Majokai was locked.

The Queen, having seen all this through her crystal ball, secretly makes it so that Doremi and co. all end up heading into the Majokai again, with the excuse to return Majorika's hair dryer. However they end up stumbling into a garden, and one of the roses reveals a baby!

The Queen tells the girls that they must raise the baby for a whole year. To help them, they receive newer and stronger witch powers than before! The adventure isn't over yet!",TV,49.0,"Feb 6, 2000 to Jan 28, 2001",winter 2000,Finished Airing,Asahi Broadcasting,UNKNOWN,Toei Animation,Original,24 min per ep,G - All Ages,1970.0,4507,102,10099.0,20671,https://cdn.myanimelist.net/images/anime/1215/121240.jpg
352,Motto! Ojamajo Doremi,UNKNOWN,も〜っと！おジャ魔女どれみ,7.44,"Comedy, Fantasy","After losing their magical abilities, the girls once again become witches. However, now they have to go through tests from the Witches of the Witch World. They also meet a new member from New York, Momoko.",TV,50.0,"Feb 4, 2001 to Jan 27, 2002",winter 2001,Finished Airing,Asahi Broadcasting,UNKNOWN,Toei Animation,Original,24 min per ep,G - All Ages,1919.0,4522,130,9824.0,20498,https://cdn.myanimelist.net/images/anime/5/36629.jpg
353,Ojamajo Doremi Dokkaan!,UNKNOWN,おジャ魔女どれみドッカ〜ン！,7.72,"Comedy, Fantasy","Hana now becomes a peer of the Ojamajo. When Majotourbillon's spirit revives, the witches now have to break her curse. From the help from Pao-chan, Doremi, Hana, and the other witches are able to defeat the curses. 

(Source: ANN)",TV,51.0,"Feb 3, 2002 to Jan 26, 2003",winter 2002,Finished Airing,Asahi Broadcasting,UNKNOWN,Toei Animation,Original,24 min per ep,G - All Ages,1086.0,4997,250,7058.0,16119,https://cdn.myanimelist.net/images/anime/2/40407.jpg
354,UG☆Ultimate Girls,Ultimate Girls,UG☆アルティメットガール,5.65,"Comedy, Sci-Fi, Ecchi","During a monster attack on the city, which is something that happens quite often, Silk and her two friends try get close to the attacking monster for a better view. An unfortunate choice of location to watch from leads to UFO-man, the city's giant protector, to land on the girls crushing them to death. Feeling sorry, UFO-man blames their death on the monster and promises to bring Silk and her friends back to life by lending them his power but the catch is that they now have to become the city's protector as well.

(Source: ANN)",TV,12.0,"Jan 10, 2005 to Mar 28, 2005",winter 2005,Finished Airing,m.o.e.,Media Blasters,Studio Matrix,Original,14 min per ep,PG-13 - Teens 13 or older,10272.0,6189,3,3491.0,9451,https://cdn.myanimelist.net/images/anime/1/2455.jpg
355,Shakugan no Shana,Shakugan no Shana: Season I,灼眼のシャナ,7.45,"Action, Drama, Fantasy, Romance","The world has become a slaughtering ground for the Crimson Denizens, mysterious beings from a parallel universe who thrive on the life energy of humans. These merciless murderers only leave behind scant remainders of souls called ""Torches,"" which are mere residues that will eventually be destroyed, along with the very fact of the victims' existence from the minds of the living. In an ambitious endeavor to put an end to this invisible, hungry massacre, warriors called Flame Hazes relentlessly fight these monsters.

One fateful day, Yuuji Sakai ceases to be a regular high schooler—he becomes trapped in a crevice of time and is suddenly attacked by a Denizen. Coming to his rescue just in the nick of time is a nameless hunter who seems no different from an ordinary young girl except for her blazing eyes and burning crimson hair. However, before Yuuji can learn anything more about his situation, he discovers that he has already been reduced to a Torch—merely a scrap of memory waiting to be extinguished.",TV,24.0,"Oct 6, 2005 to Mar 23, 2006",fall 2005,Finished Airing,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate","Funimation, Geneon Entertainment USA",J.C.Staff,Light novel,24 min per ep,PG-13 - Teens 13 or older,1869.0,388,4981,253973.0,525080,https://cdn.myanimelist.net/images/anime/8/21197.jpg
356,Fate/stay night,Fate/stay night,Fate/stay night,7.28,"Action, Fantasy, Romance, Supernatural","After a mysterious inferno kills his family, Shirou is saved and adopted by Kiritsugu Emiya, who teaches him the ways of magic and justice.

One night, years after Kiritsugu's death, Shirou is cleaning at school, when he finds himself caught in the middle of a deadly encounter between two superhumans known as Servants. During his attempt to escape, the boy is caught by one of the Servants and receives a life-threatening injury. Miraculously, he survives, but the same Servant returns to finish what he started. In desperation, Shirou summons a Servant of his own, a knight named Saber. The two must now participate in the Fifth Holy Grail War, a battle royale of seven Servants and the mages who summoned them, with the grand prize being none other than the omnipotent Holy Grail itself.

Fate/stay night follows Shirou as he struggles to find the fine line between a hero and a killer, his ideals clashing with the harsh reality around him. Will the boy become a hero like his foster father, or die trying?",TV,24.0,"Jan 7, 2006 to Jun 17, 2006",winter 2006,Finished Airing,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes","Sentai Filmworks, Geneon Entertainment USA",Studio Deen,Visual novel,24 min per ep,R - 17+ (violence & profanity),2612.0,162,7160,501403.0,914432,https://cdn.myanimelist.net/images/anime/4/30327.jpg
357,Bokusatsu Tenshi Dokuro-chan,Bludgeoning Angel Dokuro-chan,撲殺天使ドクロちゃん,6.54,"Comedy, Ecchi","Sakura Kusakabe, a mere junior high student, has committed a horrible crime. Or, rather, he will commit a crime—20 years into the future. The crime in question? He will prevent all women from developing past the age of 12, with immortality as an unintended side effect. As a result, the angel Dokuro Mitsukai is sent from the future as an assassin, armed with with a magical spiked bat named Excalibolg. However, rather than kill him, Dokuro wants to take a different approach. She resolves to be a constant nuisance to Sakura, in an attempt to prevent him from focusing on anything long enough to create his criminal technology. 

With Dokuro going against orders, the angel Sabato is sent out to complete Dokuro's mission. Between the impulsive Dokuro—who often murders Sakura with her bat before reviving him with the magic words ""Pipiru piru piru pipiru pi""—and the electric baton-wielding Sabato, Sakura's life will never be peaceful again.",OVA,4.0,"Mar 13, 2005 to Sep 22, 2005",UNKNOWN,Finished Airing,"Geneon Universal Entertainment, Showgate","Media Blasters, Discotek Media","Hal Film Maker, Nomad",Light novel,26 min per ep,R - 17+ (violence & profanity),6107.0,1141,772,107344.0,193846,https://cdn.myanimelist.net/images/anime/10/13210.jpg
358,"Iriya no Sora, UFO no Natsu","Sky of Iriya, Summer of UFO",イリヤの空、UFOの夏,6.93,"Drama, Romance, Sci-Fi","Asaba Naoyuki is an ordinary high school student. As a member of his school's press club, he's just spent the summer camping outside the local military base, in hopes of seeing the UFOs that are secretly kept there, according to local legend. Returning to school, he meets a strange girl, Iriya Kana, and gradually comes to realize that she is more than merely strange - and that a dark secret lies beneath the world that he knows.

(Source: ANN)",OVA,6.0,"Feb 25, 2005 to Jun 29, 2005",UNKNOWN,Finished Airing,Happinet Pictures,UNKNOWN,Toei Animation,Light novel,27 min per ep,R+ - Mild Nudity,4263.0,4126,70,10777.0,25346,https://cdn.myanimelist.net/images/anime/1108/94990.jpg
359,I'll/CKBC,I'll/CKBC,I'll/CKBC,6.19,"Action, Sports","Pressured by his family's background and expectations, high school student Hitonari Hiiragi has been considering quitting basketball. However, after meeting Akane Tachibana, Hiiragi's love for the sport is reignited. As he joins the Kouzu High School basketball club, Hiiragi aims to pursue his own path in basketball together with his cherished teammates.

But despite having fun with his newfound comrades, Hiiragi eventually starts to question whether he can achieve his dreams with the current team and environment. As they each struggle with their differing approaches towards the sport, Hiiragi and the team ponder what it truly means to play basketball together.",OVA,2.0,"Dec 18, 2002 to Mar 26, 2003",UNKNOWN,Finished Airing,"Aniplex, SME Visual Works",Media Blasters,M.S.C,Manga,30 min per ep,PG-13 - Teens 13 or older,7957.0,7750,6,2079.0,5420,https://cdn.myanimelist.net/images/anime/1/359.jpg
360,Himiko-den,Legend of Himiko,火魅子伝,6.17,"Adventure, Drama, Fantasy, Supernatural","In a world where the dead walk, where good and evil exist as palpable forces, a darkness is stirring. The undead march against the cities of light, to capture the sacred fire that is the source of their power. But one hope remains. Called into this world by the magical flame, a young girl named Himiko is thrust into the maelstrom of danger, betrayal, and war. For she is heir to the sacred fire, and holds a power that could save its Guardians... if she survives!

(Source: Central Park Media)",TV,12.0,"Jan 7, 1999 to Apr 1, 1999",winter 1999,Finished Airing,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Central Park Media,Group TAC,Game,23 min per ep,PG-13 - Teens 13 or older,8029.0,7431,3,1922.0,5994,https://cdn.myanimelist.net/images/anime/8/80544.jpg
361,Memories Off,UNKNOWN,Memories Off (メモリーズオフ),5.78,"Drama, Romance","Tomoya Mikami's life changed one day when his girlfriend Ayaka was hit by a car and killed on her way to meet Tomoya. He blamed himself for her death and never was the same after the accident. He began acting callously towards Yue and his other friends. Furthermore, every time Tomoya gets involved with a new girl, he sees images of Ayaka in his dreams. He decides he needs to find a way to say goodbye to his lost love once and for all, while dealing with several side romances at the same time.

(Source: ANN)",OVA,3.0,"Nov 21, 2001 to Mar 6, 2002",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,E&G Films,Visual novel,31 min per ep,PG-13 - Teens 13 or older,9774.0,7209,2,2219.0,6466,https://cdn.myanimelist.net/images/anime/1497/127514.jpg
362,Memories Off 2nd,UNKNOWN,Memories Off 2nd (メモリーズオフ 2nd),6.14,"Drama, Romance","Shirakawa Hotaru, a girl who's in love with Inami Ken, finally confesses her love. From there on, they were happy couples, until one summer. Ken met a new friend, Tobise Tomoe, who is Hotaru's best friend. Tomoe seems to have her own charm. Ken, now have two paths to choose from; to be with Shirakawa Hotaru or Tobise Tomoe. Otherwise, he will lose them both. 

(Source: ANN)",OVA,3.0,"Jan 22, 2003 to May 21, 2003",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Picture Magic, Rikuentai",Visual novel,30 min per ep,PG-13 - Teens 13 or older,8178.0,8724,1,1521.0,3911,https://cdn.myanimelist.net/images/anime/2/3290.jpg
363,Memories Off 3.5,UNKNOWN,Memories Off 3.5 [メモリーズオフ3.5],6.13,"Drama, Romance","This series is made up of two seperate stories with a few overlapping characters. The first story, Omoide no Kanata e, is about Shogo and his current girlfriend Neo. Kanata, a former girlfriend of Shogo's shows up one day and causes Shogo and Neo to think about their current situations. The second story, Inori no Todoku Koro, is about girl called Inori and her boyfriend Isshu. They had made a promise to always go to the fireworks festival together, since that was the place that they orginally became a couple. This year, Isshu says he cannot attend because of his work so Inori goes alone and recalls the previous two years.

(Source: ANN)",OVA,4.0,"May 12, 2004 to Oct 20, 2004",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Picture Magic, Rikuentai",Visual novel,27 min per ep,PG-13 - Teens 13 or older,8201.0,9130,0,1229.0,3358,https://cdn.myanimelist.net/images/anime/1802/127516.jpg
364,Gallery Fake,UNKNOWN,ギャラリーフェイク,7.4,Mystery,"Fujita Reiji is the owner of an art gallery, Gallery Fake. He deals with fake items, and is also familiar with the black market. However, he has a special talent for art, and used to work for the Metropolitan Museum of Art in New York as a curator.

(Source: ANN)",TV,37.0,"Jan 9, 2005 to Sep 25, 2005",winter 2005,Finished Airing,"TV Tokyo, Aniplex",UNKNOWN,"TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",Manga,25 min per ep,PG-13 - Teens 13 or older,2086.0,5189,57,3478.0,14470,https://cdn.myanimelist.net/images/anime/10/30129.jpg
365,Fake,UNKNOWN,FAKE,6.5,"Boys Love, Comedy, Mystery, Romance","New York Police Department partners Dee Laytner and Randy ""Ryo"" Maclean are on a vacation in the English countryside—which Dee has sneakily set up as an opportunity to seduce Ryo. As romantic tensions steadily build, Ryo spots a dead body floating in an otherwise tranquil lake. With their intimate holiday suddenly interrupted, the pair must decide what they think is more important: solving a case or each other.",OVA,1.0,"Apr 21, 1998",UNKNOWN,Finished Airing,UNKNOWN,Media Blasters,J.C.Staff,Manga,58 min,R - 17+ (violence & profanity),6387.0,4501,57,10904.0,20730,https://cdn.myanimelist.net/images/anime/4/25196.jpg
366,AIKa,Agent AIKa,ＡＩＫａ,5.93,"Action, Adventure, Comedy, Sci-Fi, Ecchi","A catastrophic earthquake has left Tokyo, and most of the Earth for that matter, under the sea. Aika is a salvager who retrieves various remains from the watery ruins. When Aika accepts the dangerous mission of locating and obtaining the mysterious Lagu, she discovers that she's not the only one after it.",OVA,7.0,"Apr 25, 1997 to Apr 25, 1999",UNKNOWN,Finished Airing,Bandai Visual,"Bandai Entertainment, Central Park Media",Studio Fantasia,Original,27 min per ep,R+ - Mild Nudity,9136.0,3581,51,14228.0,33700,https://cdn.myanimelist.net/images/anime/11/61673.jpg
367,Akazukin Chacha OVA,UNKNOWN,赤ずきんチャチャ (1995),7.0,"Comedy, Fantasy","Following the original TV series, the story tells the efforts of Momiji Gakuen, Chacha's rival school principal, to discover what is so special about Urara Gakuen students and what she could do to ""produce"" the best students.",OVA,3.0,"Dec 6, 1995 to Mar 6, 1996",UNKNOWN,Finished Airing,Nihon Ad Systems,UNKNOWN,Gallop,Manga,24 min per ep,G - All Ages,3999.0,9778,4,1021.0,2674,https://cdn.myanimelist.net/images/anime/1404/95392.jpg
368,Bible Black,Bible Black,バイブルブラック,6.57,Hentai,"Every school has secrets, but few leave a stain that won't wash out. In a certain school, there was once a fun club centered around magic but had turned into murder and a lust for power. Sealed and willfully forgotten, the resulting evil of that day remained chained in the school's basement. Twelve years later, high school student Taki Minase, while inspecting the place where the incident took place, uncloaks the secret plastered in blood—a book of magic called ""Black Bible."" Trying his luck with its love curses, he soon finds out the magic proves real and easily penetrates the hearts and bodies of his fellow classmates.

The resulting intercourse leaves the student body very vocal, and Minase's acts do not go unnoticed. What was at first a simple stroke of curiosity becomes much larger and harder to control. Fully swallowed by the unshackled darkness, everyone he knows becomes a victim, including his childhood friend Kurumi Imari. Torn apart, Minase finally realizes his mistakes and that he must reverse them in time if he ever hopes for him and Imari to come together.",OVA,6.0,"Jul 21, 2001 to Jun 25, 2003",UNKNOWN,Finished Airing,"Milky Animation Label, Active",Media Blasters,Studio Jam,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,2515,537,34622.0,65514,https://cdn.myanimelist.net/images/anime/13/12768.jpg
369,Boogiepop wa Warawanai,Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,7.16,"Avant Garde, Drama, Horror, Mystery, Supernatural","Five years ago, a string of grisly murders shook the city to its core and now the rumors have begun once more. Boogiepop... Everyone knows about Boogiepop: meet her one dark night and you are taken. People tell each other the stories and laugh: no one believes that she can possibly exist in this day and age. Still, strange things appear to be going on and the darkness is taking on many forms. Something is out there. Are you safe?

(Source: RightStuf)",TV,12.0,"Jan 5, 2000 to Mar 22, 2000",winter 2000,Finished Airing,"VAP, Triangle Staff, d-rights",Nozomi Entertainment,Madhouse,Light novel,24 min per ep,R+ - Mild Nudity,3225.0,1608,1030,32835.0,128799,https://cdn.myanimelist.net/images/anime/1327/95777.jpg
370,Burn Up Excess,Burn Up Excess,バーンナップEXCESS,6.57,"Action, Adventure, Comedy, Mystery, Sci-Fi, Ecchi","Follows the exploits of Team Warrior, a special anti-terror wing of the Neo-Tokyo Police force. Team Warrior is comprised of the habitually broke Rio, gun-crazy Maya, computer specialist Lillica, tech-expert Nanvel, piliot/voyeur Yuji, and is led by the enigmatic Maki. The team faces a number of missions, ranging from bodyguard duty, breaking up robbery and arms rackets, and providing security for a very powerful tank. Rio and company continually thwart the terrorist aims of Ruby, an operative for a shadowy cabal of powerful men. Before the final showdown, the circumstances behind the formation of Team Warrior, how the precocious Rio came to join it, and Maki's painful past will be revealed.

(Source: ANN)",TV,13.0,"Dec 12, 1997 to Jul 1, 1998",winter 1998,Finished Airing,AIC,ADV Films,Magic Bus,Original,25 min per ep,PG-13 - Teens 13 or older,5962.0,5784,19,4465.0,11116,https://cdn.myanimelist.net/images/anime/6/75501.jpg
